"","weatherCloudCover","weatherVisibillity","weatherWindBearing","weatherWindSpeed","weatherHumidity","weatherDewPoint","weatherApparentTemperature","weatherTemperature","weatherPrecip","weatherPrecipType","weatherIcon","weatherSummary","weatherPressure","weatherOzone","weatherLat","weatherLong"
"1004",0.02,10,126,14.02,0.34,41.66,71.82,71.82,0,NA,"clear-day","Clear",1011.17,338.76,44.05,-101.6
"1005",0.03,10,115,10.3,0.35,40.06,68.62,68.62,0,NA,"clear-day","Clear",1012.76,330.56,44.38,-100.28
"1006",0.04,10,156,18.24,0.27,38.78,75.15,75.15,0,NA,"clear-day","Clear",1010.35,337.27,44.05,-103.07
"1007",0.02,10,149,23.16,0.28,39.61,74.79,74.79,0,NA,"clear-day","Clear",1008.31,335.66,45.16,-103.32
"1008",0.13,10,151,4.6,0.36,43.32,71.56,71.56,0,NA,"clear-day","Clear",1014.48,327.32,43.58,-96.73
"1009",0.02,10,83,9.72,0.34,36,65.45,65.45,0,NA,"clear-day","Clear",1015.11,332.1,44.92,-97.15
"1010",0.04,10,189,7.08,0.38,46.02,73.06,73.06,0,NA,"clear-day","Clear",1013.98,322.75,42.92,-97.38
"1011",0.15,10,234,3.89,0.35,40.83,69.6,69.6,0,NA,"clear-day","Clear",1022.09,330.61,36.48,-82.4
"1012",0.61,10,163,7.86,0.49,49.45,69.49,69.49,0,NA,"partly-cloudy-day","Mostly Cloudy",1020.9,317.93,35.03,-85.2
"1013",0.29,10,83,2.86,0.42,42.32,65.99,65.99,0,NA,"partly-cloudy-day","Partly Cloudy",1020.8,329.74,36.62,-87.42
"1014",0.49,10,175,6.95,0.51,48.05,66.93,66.93,0,NA,"partly-cloudy-day","Partly Cloudy",1020.93,326.63,35.95,-85.08
"1015",0.39,10,359,4.31,0.4,39.95,64.96,64.96,0,NA,"partly-cloudy-day","Partly Cloudy",1020.49,329.27,36.02,-89.4
"1016",0.45,10,350,4.72,0.45,42.93,64.6,64.6,0,NA,"partly-cloudy-day","Partly Cloudy",1020.02,323.44,35.6,-88.92
"1017",0.43,10,266,3.19,0.43,46.84,70.12,70.12,0,NA,"partly-cloudy-day","Partly Cloudy",1022.22,327.76,35.82,-83.98
"1018",0.48,10,347,4.58,0.5,45.27,64.3,64.3,0,NA,"partly-cloudy-day","Partly Cloudy",1019.87,321.93,35.05,-90
"1019",0.43,10,338,6.85,0.51,47.43,66.21,66.21,0,NA,"partly-cloudy-day","Partly Cloudy",1020.13,323.82,35.35,-89.87
"1020",0.71,10,143,7.28,0.52,51.3,69.47,69.47,0,NA,"partly-cloudy-day","Mostly Cloudy",1020.76,318.37,35.15,-85.51
"1021",0.32,10,148,3.64,0.43,44.16,67.13,67.13,0,NA,"partly-cloudy-day","Partly Cloudy",1020.85,327.92,36.12,-86.68
"1022",0.4,10,125,2.41,0.44,45.7,68.6,68.6,0,NA,"partly-cloudy-day","Partly Cloudy",1020.76,327.77,36,-86.5
"1023",0.42,9.42,349,5.98,0.79,55.88,62.59,62.59,0,NA,"partly-cloudy-day","Partly Cloudy",1017.11,315.69,32.42,-99.68
"1024",0.38,9.8,14,7.01,0.68,66.11,77.47,77.47,0,NA,"partly-cloudy-day","Partly Cloudy",1013.63,288.88,27.73,-98.03
"1025",0.09,10,202,9.83,0.49,46.72,66.7,66.7,0,NA,"clear-day","Clear",1014.44,323.88,35.23,-101.7
"1026",0.97,9.44,355,3.87,0.83,61.81,67.27,67.27,0,NA,"cloudy","Overcast",1016.86,297.12,30.3,-97.7
"1027",0.86,9.62,350,5.88,0.85,62.48,67.23,67.23,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.92,296.67,30.2,-97.68
"1028",0.44,10,330,4.09,0.52,46.63,64.76,64.76,0,NA,"partly-cloudy-day","Partly Cloudy",1016.15,316.13,32.39,-101.48
"1029",0.44,10,328,4.92,0.51,46.53,64.91,64.91,0,NA,"partly-cloudy-day","Partly Cloudy",1016.16,315.1,32.3,-101.45
"1030",0.94,6.47,4,8.72,0.88,71.86,75.54,75.54,0,NA,"cloudy","Humid and Overcast",1013.04,281.64,25.9,-97.43
"1031",0.43,9.75,353,5.71,0.78,57.52,64.54,64.54,0,NA,"partly-cloudy-day","Partly Cloudy",1017.26,306.61,31.79,-98.96
"1032",0.92,9.22,40,6.76,0.77,52.04,59.07,59.07,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.33,318.91,32.78,-97.43
"1033",0.9,9.42,5,5.4,0.79,67.04,73.79,73.79,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.96,290.31,28.37,-97.67
"1034",0.24,9.96,171,5.71,0.6,52.51,67.07,67.07,0,NA,"clear-day","Clear",1016.17,323.2,34.43,-100.28
"1035",1,9.68,28,3.98,0.84,63.31,68.23,68.23,0,NA,"cloudy","Overcast",1016.1,297.14,30.58,-96.37
"1036",0.79,8.97,13,8.75,0.77,68.63,76.25,76.25,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.52,288.57,27.77,-97.5
"1037",0.7,9.11,23,9.55,0.81,69.52,75.7,75.7,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.36,288.21,27.7,-97.28
"1038",0.92,8.46,21,8.13,0.8,62.94,69.35,69.35,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.65,292.04,28.45,-99.22
"1039",0.99,9.36,27,3.37,0.85,64.74,69.51,69.51,0,NA,"cloudy","Overcast",1015.72,293.89,30.07,-95.55
"1040",0,10,202,6.21,0.32,40.16,71.17,71.17,0,NA,"clear-day","Clear",1013.11,325.35,36.02,-102.55
"1041",1,8.87,24,7.83,0.79,52.49,59.16,59.16,0,NA,"cloudy","Overcast",1017.53,318.34,32.73,-96.97
"1042",1,9.51,47,6.28,0.8,52.74,58.99,58.99,0,NA,"cloudy","Overcast",1017.71,321.77,32.97,-96.83
"1043",1,8.9,36,7.37,0.8,52.38,58.51,58.51,0,NA,"cloudy","Overcast",1017.67,320.66,32.9,-97.03
"1044",1,8.77,34,8.02,0.78,52.48,59.43,59.43,0,NA,"cloudy","Overcast",1017.62,320.09,32.85,-96.85
"1045",1,8.63,28,8.51,0.78,52.59,59.4,59.4,0,NA,"cloudy","Overcast",1017.47,317.71,32.68,-96.87
"1046",0.11,10,2,7.06,0.5,55.16,74.95,74.95,0,NA,"clear-day","Clear",1015.85,295.9,29.37,-100.92
"1047",0.57,9.71,338,5.03,0.78,54.8,61.83,61.83,0,NA,"partly-cloudy-day","Partly Cloudy",1017.01,316.11,32.43,-99.85
"1048",0.09,9.95,297,5.74,0.31,39.77,72.26,72.26,0,NA,"clear-day","Clear",1015.35,315.79,31.8,-106.4
"1049",0.81,8.18,289,0.94,0.84,67.67,72.87,72.87,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.25,291.65,29.62,-95.17
"1050",0.98,9.02,44,6.93,0.79,52.32,58.72,58.72,0,NA,"cloudy","Overcast",1017.35,319.43,32.82,-97.35
"1051",0.89,9.43,346,6.27,0.82,58.51,64.13,64.13,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.14,301.97,31.15,-97.72
"1052",0.96,8.76,145,3.89,0.9,68.46,71.46,71.46,0,NA,"cloudy","Overcast",1015.43,290.15,29.27,-94.87
"1053",0.95,9.58,348,6.75,0.82,59.18,64.92,64.92,0,NA,"cloudy","Overcast",1017.15,301.49,31.07,-97.83
"1054",0.74,8.92,23,7.47,0.84,52.19,56.85,56.85,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.79,323.18,33.07,-96.07
"1055",0,10,256,4.12,0.37,41.29,68.52,68.52,0,NA,"clear-day","Clear",1014.86,314.43,31.83,-104.8
"1056",0.9,8.96,15,11.9,0.83,72.17,77.84,77.84,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.36,282.85,26.23,-97.67
"1057",0.78,9.74,27,5.56,0.77,61.16,68.62,68.62,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.07,294.69,29.35,-99.17
"1058",0.98,8.84,18,3.8,0.85,65.6,70.2,70.2,0,NA,"cloudy","Overcast",1015.6,293.27,29.97,-95.35
"1059",0.88,8.15,9,2.37,0.83,66.5,71.79,71.79,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.28,291.82,29.65,-95.28
"1060",0.48,9.8,352,5.89,0.64,55.52,68.3,68.3,0,NA,"partly-cloudy-day","Partly Cloudy",1016.51,297.81,30.5,-99.77
"1061",0.93,9.28,16,6.17,0.77,61.22,68.71,68.71,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.21,294.39,29.38,-98.58
"1062",0.99,9.77,358,4.81,0.82,59.4,64.87,64.87,0,NA,"cloudy","Overcast",1016.54,296.04,29.98,-99.08
"1063",0.92,9.29,345,5.53,0.81,58.98,65.05,65.05,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.11,301.51,31.08,-97.68
"1064",0.78,9.26,14,8.55,0.8,69.02,75.53,75.53,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.47,287.9,27.5,-97.82
"1065",0.86,9.11,342,8.77,0.75,62.61,70.99,70.99,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.48,290.06,27.53,-99.47
"1066",0.02,10,6,4.97,0.52,55.95,74.7,74.7,0,NA,"clear-day","Clear",1015.85,295.72,29.37,-100.78
"1067",0.92,9.56,38,3.33,0.68,57.83,68.74,68.74,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.2,310.47,32.38,-94.72
"1068",0.46,9.9,233,4.69,0.6,48.68,62.83,62.83,0,NA,"partly-cloudy-day","Partly Cloudy",1015.62,323.37,33.65,-101.82
"1069",0.98,9.37,44,4.63,0.85,61.59,66.32,66.32,0,NA,"cloudy","Overcast",1016.35,297.44,31.23,-94.75
"1070",0.02,10,285,10.82,0.3,37.43,70.67,70.67,0,NA,"clear-day","Clear",1014.97,295.47,30.37,-104.02
"1071",0.9,9.17,354,10.59,0.77,69.87,77.48,77.48,0,NA,"partly-cloudy-day","Mostly Cloudy",1014.5,283.11,26.18,-98.23
"1072",0.21,10,311,5.28,0.45,46.49,68.69,68.69,0,NA,"clear-day","Clear",1015.92,312.16,31.95,-102.18
"1073",0.95,9.58,52,4.68,0.84,54.87,59.71,59.71,0,NA,"cloudy","Overcast",1017.7,318.76,32.78,-98.07
"1074",0.58,9.16,125,2.09,0.8,67.97,74.67,74.67,0,NA,"partly-cloudy-day","Partly Cloudy",1014.8,289.89,28.72,-96.25
"1075",0.99,9.86,38,9.72,0.69,49.9,60.13,60.13,0.0441,NA,"rain","Light Rain",1018.4,328.59,33.63,-95.45
"1076",0.71,9.92,235,6.02,0.63,49.24,61.78,61.78,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.44,324.37,34.17,-101.71
"1077",0.83,9.08,86,2.03,0.8,65.5,71.88,71.88,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.91,294.14,30.58,-94.02
"1078",0.98,9.55,1,5.53,0.83,61.9,67.11,67.11,0,NA,"cloudy","Overcast",1016.66,294.54,29.53,-98.28
"1079",0.47,9.15,264,4.23,0.62,49.84,63.28,63.28,0,NA,"partly-cloudy-day","Partly Cloudy",1015.58,323.05,33.6,-102.05
"1080",0.76,9.6,13,6.07,0.73,67.06,76.48,76.48,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.45,289.42,28.08,-97.03
"1081",0.7,9.88,60,4.04,0.67,55.4,66.86,66.86,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.39,301.83,31.37,-100.5
"1082",0.96,9.42,14,6.27,0.8,60.76,67.24,67.24,0,NA,"cloudy","Overcast",1016.11,294.86,29.53,-98.47
"1083",0.82,9.29,8,6.53,0.76,61.43,69.25,69.25,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.18,294.04,29.33,-98.47
"1084",0.02,10,24,2.95,0.33,43.66,75.02,75.02,0,NA,"clear-day","Clear",1014.59,297.16,30.17,-102.42
"1085",0.62,6.18,61,7.41,0.84,49.35,53.97,53.97,0.0793,NA,"rain","Rain",1018.21,327.74,33.72,-96.67
"1086",0.99,5.44,106,8.82,0.91,69.39,72.08,72.08,0.0278,NA,"rain","Light Rain",1013.82,287.32,28.03,-95.87
"1087",1,9.52,12,6.08,0.82,55.48,61.05,61.05,0,NA,"cloudy","Overcast",1017.59,312.19,32.22,-98.18
"1088",0.99,9.21,351,6.24,0.83,59.18,64.38,64.38,0,NA,"cloudy","Overcast",1017.09,301.85,31.15,-97.42
"1089",0.88,9.36,32,5.22,0.68,57.8,68.68,68.68,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.13,312.1,32.37,-95.4
"1090",0.58,8.79,355,5.39,0.81,66.29,72.64,72.64,0,NA,"partly-cloudy-day","Partly Cloudy",1015.08,290.67,28.85,-96.92
"1091",0.73,8.93,351,5.64,0.82,58.79,64.42,64.42,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.3,305.37,31.62,-97.22
"1092",0.8,9.81,122,3.92,0.8,55.76,62.08,62.08,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.43,325.14,33.98,-98.5
"1093",0,10,290,1.63,0.45,47.07,69.11,69.11,0,NA,"clear-day","Clear",1015.55,312.02,31.78,-103.2
"1094",0.31,10,236,10.77,0.27,30.31,65.15,65.15,0,NA,"partly-cloudy-day","Partly Cloudy",1013.26,326.3,38.03,-109.78
"1095",0.39,10,194,7.3,0.21,32.37,75.49,75.49,0,NA,"partly-cloudy-day","Partly Cloudy",1013.5,325.26,37.5,-110.7
"1096",0.14,10,214,13.58,0.35,33.61,61.32,61.32,0,NA,"clear-day","Clear",1015.16,319.46,37.7,-113.1
"1097",0.5,10,204,11.01,0.32,37.08,68.18,68.18,0,NA,"partly-cloudy-day","Partly Cloudy",1012.9,326.91,39.33,-112.58
"1098",0.62,10,314,1.68,0.54,44.53,61.56,61.56,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.19,328.49,40.2,-112.93
"1099",0.96,9.86,305,2.36,0.72,48.89,57.91,57.91,0,NA,"cloudy","Overcast",1013.8,329.14,41.05,-113.07
"1100",0.45,10,195,7.77,0.26,35.18,71.81,71.81,0,NA,"partly-cloudy-day","Partly Cloudy",1012.58,327.54,39,-110.15
"1101",0.07,10,189,4.77,0.26,34.71,71.31,71.31,0,NA,"clear-day","Clear",1012.42,325.41,38.37,-110.72
"1102",0.44,7.3,341,1.92,0.8,45.57,51.43,51.43,0.0102,NA,"rain","Light Rain",1013.96,328.59,41.12,-111.97
"1103",0.79,9.6,198,3.23,0.77,45.83,52.68,52.68,0.0067,NA,"rain","Drizzle",1014.08,328.52,41.78,-111.85
"1104",0.72,10,224,15.58,0.33,34.88,64.45,64.45,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.5,324.92,38.72,-113.03
"1105",0.12,10,200,6.26,0.25,34.79,72.3,72.3,0,NA,"clear-day","Clear",1012.67,328.72,38.77,-109.75
"1106",0.8,8.05,107,0.7,0.8,46.26,52.33,52.33,0.0053,NA,"rain","Drizzle",1014.02,328.68,41.18,-112.02
"1107",0.44,9.95,179,8.91,0.37,35.61,62.5,62.5,0,NA,"partly-cloudy-day","Partly Cloudy",1013.04,324.58,39.62,-110.75
"1108",0.69,9.83,277,5.3,0.45,40.98,62.38,62.38,0,NA,"partly-cloudy-day","Mostly Cloudy",1012.97,325.97,40.22,-111.72
"1109",0.84,8.66,218,9.25,0.47,25.14,38.96,44.05,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.25,323.36,40.5,-110.63
"1110",0.06,10,233,6.71,0.34,41.66,71.57,71.57,0,NA,"clear-day","Clear",1015.45,321.99,37.08,-113.6
"1111",0.87,9.6,341,7.19,0.72,47.5,56.45,56.45,0.0026,NA,"partly-cloudy-day","Mostly Cloudy",1013.48,328.09,40.78,-111.97
"1112",0.81,9.55,264,5.56,0.47,41.25,61.46,61.46,0,NA,"partly-cloudy-day","Mostly Cloudy",1012.84,326.81,40.17,-112.2
"1113",0.24,10,216,8.16,0.35,35.18,63.27,63.27,0,NA,"clear-day","Clear",1012.75,329.14,40.45,-109.52
"1114",0.83,9.74,279,4.65,0.56,37.56,52.88,52.88,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.74,329.82,41.22,-114.05
"1115",0.03,9.02,345,6.13,0.39,20.92,40.77,44.27,0,NA,"clear-day","Clear",1030.07,380.96,44.47,-73.15
"1116",0,7.7,316,6.92,0.39,19.99,39.41,43.51,0,NA,"clear-day","Clear",1028.72,375.25,44.2,-72.57
"1117",0.01,10,295,7.9,0.41,19.81,36.92,41.87,0,NA,"clear-day","Clear",1030.67,385.61,45.55,-72.33
"1118",0.02,10,16,3.08,0.4,24.52,46.62,47.36,0,NA,"clear-day","Clear",1028.77,372.08,43.53,-73.95
"1119",0,10,336,4.2,0.41,23.12,43.19,45.22,0,NA,"clear-day","Clear",1028.16,375.87,44.42,-72.02
"1120",0,10,1,2.92,0.38,23.68,47.88,47.88,0,NA,"clear-day","Clear",1027.44,358.68,42.88,-72.88
"1121",0,10,123,3.62,0.35,30.64,58.04,58.04,0,NA,"clear-day","Clear",1026.52,347.88,38.13,-78.45
"1122",0,10,8,10.79,0.51,33.64,51.34,51.34,0,NA,"clear-day","Clear",1027.36,345.02,37.5,-76.2
"1123",0.01,10,68,3.99,0.35,34.15,61.91,61.91,0,NA,"clear-day","Clear",1025.39,337.05,36.57,-79.33
"1124",0,7.18,84,3.76,0.31,27.11,57.24,57.24,0,NA,"clear-day","Clear",1027.38,350.35,38.72,-77.18
"1125",0.01,10,51,7.82,0.44,35.45,57.07,57.07,0,NA,"clear-day","Clear",1026.73,342.11,37.13,-76.62
"1126",0,10,164,4.49,0.31,25.16,55.46,55.46,0,NA,"clear-day","Clear",1024.95,343.7,37.95,-79.82
"1127",0.15,10,37,9.82,0.53,37.46,54.03,54.03,0,NA,"clear-day","Clear",1027.3,341.94,37.08,-76.37
"1128",0,10,120,4.3,0.31,28.75,59.13,59.13,0,NA,"clear-day","Clear",1025.86,341.87,37.33,-79.2
"1129",0.02,10,39,7.21,0.48,36.99,56.17,56.17,0,NA,"clear-day","Clear",1026.98,342.2,37.13,-76.5
"1130",0.24,10,33,10.64,0.6,39.63,53.15,53.15,0,NA,"clear-day","Clear",1025.89,341.08,36.93,-76.28
"1131",0.09,9.99,37,11.42,0.61,39.91,53.2,53.2,0,NA,"clear-day","Clear",1025.88,341.01,36.9,-76.2
"1132",0.15,9.99,34,14.45,0.56,37.86,53.27,53.27,0,NA,"clear-day","Clear",1026.87,340.78,36.82,-76.03
"1133",0.04,10,56,3.79,0.32,27.74,57.15,57.15,0,NA,"clear-day","Clear",1027.7,349.87,38.5,-77.3
"1134",0.05,8.91,27,4.41,0.34,31.22,59.74,59.74,0,NA,"clear-day","Clear",1026.75,344.81,37.5,-77.33
"1135",0,10,135,4.31,0.36,33.23,59.96,59.96,0,NA,"clear-day","Clear",1025.08,340.15,37.32,-79.97
"1136",0,10,162,2.23,0.38,32.96,58.12,58.12,0,NA,"clear-day","Clear",1026.11,347.64,38.27,-78.85
"1137",0,10,77,2.31,0.4,37.46,61.83,61.83,0,NA,"clear-day","Clear",1025.79,339.77,36.95,-78.98
"1138",0.03,9.99,37,14.41,0.6,37.46,50.81,50.81,0,NA,"clear-day","Clear",1027.06,346.58,37.85,-75.48
"1139",0.72,9.98,169,10.51,0.67,42.63,53.18,53.18,0,NA,"partly-cloudy-day","Mostly Cloudy",1017.2,407.74,48.8,-122.53
"1140",0.68,9.85,197,8.69,0.67,41.78,52.57,52.57,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.67,401.92,47.48,-122.77
"1141",0.58,9.5,150,7.08,0.7,43.17,52.68,52.68,0,NA,"partly-cloudy-day","Partly Cloudy",1015.45,405.43,48.5,-122.33
"1142",0.88,9.34,211,2.39,0.54,32.93,48.64,48.64,0,NA,"partly-cloudy-day","Mostly Cloudy",1013.39,394.08,48.88,-118.47
"1143",0.03,10,199,10.56,0.33,30,59.23,59.23,0,NA,"clear-day","Clear",1015.39,391.24,47.32,-119.52
"1144",0.39,10,185,8.88,0.61,39.15,52.24,52.24,0,NA,"partly-cloudy-day","Partly Cloudy",1016.97,401.99,47.92,-122.28
"1145",0.53,10,219,10.48,0.59,38.77,52.62,52.62,0,NA,"partly-cloudy-day","Partly Cloudy",1016.09,388.58,47.62,-117.65
"1146",0.58,10,195,8.62,0.64,42.24,54.33,54.33,0,NA,"partly-cloudy-day","Partly Cloudy",1015.67,398.93,47.08,-122.58
"1147",0.24,10,225,12.68,0.33,31.67,60.89,60.89,0,NA,"clear-day","Clear",1015.24,387.28,46.57,-119.6
"1148",0.61,7.46,160,8.31,0.72,43.7,52.59,52.59,0,NA,"partly-cloudy-day","Mostly Cloudy",1015.75,404.37,46.97,-123.97
"1149",0.4,9.99,209,7.5,0.63,41.92,54.32,54.32,0,NA,"partly-cloudy-day","Partly Cloudy",1016.61,398.85,47.15,-122.48
"1150",0.18,10,210,12.07,0.31,28.58,58.92,58.92,0,NA,"clear-day","Clear",1015.73,390.29,47.2,-119.32
"1151",0.54,10,169,8.77,0.67,42.34,53.09,53.09,0,NA,"partly-cloudy-day","Partly Cloudy",1016.74,405.32,48.25,-122.68
"1152",0.65,10,184,8.85,0.65,41.71,53.25,53.25,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.66,398.96,46.97,-122.9
"1153",0.15,10,193,5.73,0.39,32.08,56.47,56.47,0,NA,"clear-day","Clear",1013.96,397.4,48.42,-119.53
"1154",0.18,10,223,13.73,0.41,36.94,60.99,60.99,0,NA,"clear-day","Clear",1016.94,383.68,46.27,-119.12
"1155",0.31,9.94,66,3.35,0.77,42.39,48.65,49.36,0,NA,"partly-cloudy-day","Partly Cloudy",1015.7,403.81,48.12,-123.5
"1156",0.32,9.67,108,6.43,0.76,40.44,44.44,47.49,0,NA,"partly-cloudy-day","Partly Cloudy",1015.73,405.03,48.22,-123.67
"1157",0.46,10,251,10.15,0.62,38.16,50.7,50.7,0,NA,"partly-cloudy-day","Partly Cloudy",1016.5,381.42,46.75,-117.12
"1158",0.49,9.89,154,14.86,0.66,40.17,51.03,51.03,0,NA,"partly-cloudy-day","Partly Cloudy",1014.15,408.84,47.95,-124.55
"1159",0.53,9.99,207,4.93,0.6,41.04,54.6,54.6,0,NA,"partly-cloudy-day","Partly Cloudy",1017.51,399.1,47.5,-122.22
"1160",0.61,10,215,6.14,0.61,39.99,53.09,53.09,0.0208,NA,"rain","Light Rain",1017.16,399.14,47.45,-122.3
"1161",0.63,10,202,6.85,0.6,40.76,54.22,54.22,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.89,399.62,47.53,-122.3
"1162",0.38,9.56,181,7.97,0.65,41.31,52.68,52.68,0,NA,"partly-cloudy-day","Partly Cloudy",1016.58,401.38,47.25,-123.15
"1163",0.59,10,214,11.22,0.59,38.31,52.18,52.18,0,NA,"partly-cloudy-day","Partly Cloudy",1016.09,388.53,47.63,-117.53
"1164",0.74,9.98,214,8.88,0.61,39.13,52.38,52.38,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.23,387.87,47.67,-117.33
"1165",0.44,8.99,249,2.34,0.7,31.95,40.9,40.9,0,NA,"partly-cloudy-day","Partly Cloudy",1016.26,390.14,47.28,-121.33
"1166",0.62,9.98,205,6.77,0.64,41.77,53.45,53.45,0,NA,"partly-cloudy-day","Mostly Cloudy",1016.5,399.78,47.27,-122.58
"1167",0.51,9.69,189,8.73,0.71,42.52,51.68,51.68,0,NA,"partly-cloudy-day","Partly Cloudy",1015.95,397.11,46.48,-122.8
"1168",0.47,10,227,7.97,0.53,37.86,54.59,54.59,0,NA,"partly-cloudy-day","Partly Cloudy",1017.81,378.35,46.1,-118.28
"1169",0.06,10,289,2.04,0.35,28.91,56.58,56.58,0,NA,"clear-day","Clear",1014.82,393.34,47.4,-120.2
"1170",0.53,10,163,10.34,0.66,42.12,53.15,53.15,0,NA,"partly-cloudy-day","Partly Cloudy",1017.04,406.08,48.35,-122.65
"1171",0.08,10,205,4.49,0.38,32.44,57.64,57.64,0,NA,"clear-day","Clear",1016.15,390.64,46.57,-120.53
"1172",0,10,131,4.69,0.32,30.55,60.71,60.71,0,NA,"clear-day","Clear",1023.37,340.71,37.78,-81.12
"1173",0.02,10,133,3.07,0.31,29.69,60.61,60.61,0,NA,"clear-day","Clear",1023.11,336.93,37.3,-81.22
"1174",0.06,10,25,3.25,0.27,30.18,64.81,64.81,0,NA,"clear-day","Clear",1023.81,348.42,38.37,-81.6
"1175",0.03,10,316,2.34,0.24,22.57,59.38,59.38,0,NA,"clear-day","Clear",1024.84,357.4,39.28,-80.23
"1176",0.02,10,295,2.73,0.33,29.76,58.92,58.92,0,NA,"clear-day","Clear",1024.28,351.93,38.88,-79.85
"1177",0.01,10,35,3.89,0.28,30.76,64.23,64.23,0,NA,"clear-day","Clear",1023.95,347.8,38.37,-82.55
"1178",0,10,174,1.52,0.34,30.74,59.06,59.06,0,NA,"clear-day","Clear",1024.25,341.41,37.87,-80.4
"1179",0.01,10,69,2.81,0.34,28.29,56.05,56.05,0,NA,"clear-day","Clear",1027.1,352.56,39.4,-77.98
"1180",0.04,10,38,3.76,0.29,27.21,59.36,59.36,0,NA,"clear-day","Clear",1025.4,359.09,39.65,-79.92
"1181",0.01,8.49,11,3.13,0.29,27.08,59.44,59.44,0,NA,"clear-day","Clear",1025.38,361.52,39.35,-81.43
"1182",0.05,10,80,3.84,0.33,25.14,53.32,53.32,0,NA,"clear-day","Clear",1026.55,366.19,40.18,-80.65
"1183",0,10,116,5.34,0.35,30.05,57.54,57.54,0,NA,"clear-day","Clear",1024.75,340.11,37.46,-80.2
"1184",0.62,9.71,130,11.75,0.87,35.55,31.79,39.08,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.32,357.15,44.25,-88.52
"1185",0.02,10,151,11.15,0.41,35.41,58.86,58.86,0,NA,"clear-day","Clear",1021.39,347.74,44.87,-91.48
"1186",0.81,8.63,141,9.98,0.86,35.92,33.38,39.78,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.81,359.9,44.48,-88.13
"1187",0.77,10,122,12.81,0.45,33.9,55.06,55.06,0,NA,"partly-cloudy-day","Mostly Cloudy",1025.42,349.6,42.62,-89.03
"1188",0.91,10,163,13.11,0.44,35.03,56.93,56.93,0,NA,"partly-cloudy-day","Mostly Cloudy",1021.88,342.72,43.87,-91.25
"1189",1,10,143,12.66,0.39,30.84,55.51,55.51,0,NA,"cloudy","Overcast",1023.96,344.51,43.2,-90.18
"1190",0.98,10,135,11.42,0.51,34.65,52.16,52.16,0,NA,"cloudy","Overcast",1025.32,348.96,43.13,-89.33
"1191",1,8.5,139,10.96,0.94,35.11,29.06,36.65,0,NA,"cloudy","Overcast",1028.28,361.43,44.13,-87.67
"1192",1,9.98,112,9.16,0.7,35.06,39.24,44.24,0,NA,"cloudy","Overcast",1027.4,358.16,42.95,-87.9
"1193",0.97,8.53,109,9.3,0.64,34.01,40.51,45.32,0,NA,"cloudy","Overcast",1027.38,357.22,43.12,-88.05
"1194",0.84,8.59,143,13.04,0.71,35.67,37.98,44.35,0,NA,"partly-cloudy-day","Mostly Cloudy",1025.41,354.5,44.78,-89.67
"1195",0.62,9.73,131,10.97,0.86,35.94,32.89,39.72,0,NA,"partly-cloudy-day","Mostly Cloudy",1027.3,356.99,44.22,-88.53
"1196",0.98,9.82,129,13.16,0.78,34.73,33.74,41.03,0,NA,"cloudy","Overcast",1027.2,356.01,44,-88.57
"1197",0.88,9.29,156,12.39,0.77,35.84,36.05,42.66,0,NA,"partly-cloudy-day","Mostly Cloudy",1025.2,358.29,45.63,-89.45
"1198",0.01,10,148,10.06,0.39,32.62,57.06,57.06,0,NA,"clear-day","Clear",1020.98,350.73,45.48,-91.72
